StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q37,Q38,Q39,Q40,Q41,H_Check_fact_1,H_Check_mail_1,H_Check_read_1,H_Check_know_1,H_C_1_1,H_CF_1,H_K_1_1,H_B_1_1,H_Check_fact_2,H_Check_mail_2,H_Check_read_2,H_Check_know_2,H_C_2_1,H_CF_2,H_K_2_1,H_B_2_1,H_look_A1_1_1,H_look_A2_1_1,H_outcome_A1_1,H_outcome_A2_4,H_look_A2_2_1,H_look_A1_2_1,H_outcome_A2_1,H_outcome_A1_4,G_Check_fact_1,G_Check_mail_1,G_Check_read_1,G_Check_know_1,G_C_1_1,G_CF_1,G_K_1_1,G_B_1_1,G_Check_fact_2,G_Check_mail_2,G_Check_read_2,G_Check_know_2,G_C_2_1,G_CF_2,G_K_2_1,G_B_2_1,G_look_A1_1_1,G_look_A2_1_1,G_outcome_A1_1,G_outcome_A2_4,G_look_A2_2_1,G_look_A1_2_1,G_outcome_A2_1,G_outcome_A1_4,B_Check_fact_1,B_Check_mail_1,B_Check_read_1,B_Check_know_1,B_C_1_1,B_CF_1,B_K_1_1,B_B_1_1,B_Check_fact_2,B_Check_mail_2,B_Check_read_2,B_Check_know_2,B_C_2_1,B_CF_2,B_K_2_1,B_B_2_1,B_look_A1_1_1,B_look_A2_1_1,B_outcome_A1_1,B_outcome_A2_4,B_look_A2_2_1,B_look_A1_2_1,B_outcome_A2_1,B_outcome_A1_4,Age,Gender,Q390,SC0,condition,order
25/01/2021 17:14,25/01/2021 18:06,0,24.28.71.125,100,3122,1,25/01/2021 18:06,R_3QJhXv9O7TEkJ5O,,,,,30.40319824,-97.75299835,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,"If Alex would have continued using Flora, or researched Splendor, the Bourbon roses would not have died. ",7,7,1,1,2,2,7,"If Bob would have continued using his old fertilizer or researched the new fertilizer, the China roses would not have died. ",7,7,,,,,50,100,49,0,,,,,,,,,,,,,,,,,,,,,,,,,39,2,no comments thanks,0,2,2
25/01/2021 17:59,25/01/2021 18:11,0,68.11.168.140,100,703,1,25/01/2021 18:11,R_6g45k9MnqnKCkSZ,,,,,30.10119629,-92.01119995,anonymous,EN,,Benjamin,,,,1,1,1,2,1,the email had contained the information about side effects,5,2,1,1,2,2,4,the email had contained information about side effects and the doctor had read the email,4,4,86,49,78,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,,0,1,1
25/01/2021 18:06,25/01/2021 18:11,0,63.155.87.113,100,290,1,25/01/2021 18:11,R_26bYUbOTVJ7fJx2,,,,,44.09910583,-123.1371002,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,th boss had prrofread email. if boss spoke directly to staff,5,2,1,1,2,2,6,Anne had spoken with her boss about the new flour. Or if boss requiredd reading email AND proofread own work,5,2,,,,,15,83,88,78,57,2,,0,3,2
25/01/2021 18:08,25/01/2021 18:12,0,24.214.209.165,100,230,1,25/01/2021 18:12,R_10vzhy5yLipT4bk,,,,,27.90809631,-82.75520325,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,"the paragraph on the harmful effects was included, or if Alex had done more research on the new product,",4,4,1,1,2,2,6,Bob would have done research on the new product,3,6,92,38,18,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,,0,2,1
25/01/2021 18:12,25/01/2021 18:17,0,68.101.143.242,100,304,1,25/01/2021 18:17,R_3imxLf6Bmnf7RQc,,,,,33.11650085,-117.1846008,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,the email contained the info about splendor being bad for bourbon roses,1,1,1,1,2,2,7,bob read the email which actually contained the info about nutrit killing the china rose,1,1,,,,,6,90,89,0,,,,,,,,,,,,,,,,,,,,,,,,,36,1,,0,2,2
25/01/2021 18:16,25/01/2021 18:17,0,98.220.230.70,100,71,1,25/01/2021 18:17,R_2YnRInCGsPs7vYA,,,,,42.04870605,-87.89050293,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,Sandra had done more research,1,7,1,1,2,2,7,Anne had done more research,1,7,100,0,100,100,,,,,25,1,,200,3,1
25/01/2021 18:21,25/01/2021 18:25,0,98.220.230.70,100,250,1,25/01/2021 18:25,R_2tgLE2ers7rqgEG,,,,,42.04870605,-87.89050293,anonymous,EN,,Benjamin,,,,1,1,1,2,7,Dr Jones did more research,1,7,1,1,2,2,7,Dr Smith did more research,1,7,,,,,0,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,,0,1,2
25/01/2021 18:22,25/01/2021 18:26,0,71.224.61.98,100,184,1,25/01/2021 18:26,R_DnMNTWLSsRoDU3L,,,,,40.07820129,-75.12989807,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,6,the email said the flour contained walnuts,1,1,1,1,2,2,7,Anne did not use Homestead flour,2,2,,,,,41,95,51,7,26,2,,0,3,2
25/01/2021 18:46,25/01/2021 18:55,0,71.238.186.219,100,538,1,25/01/2021 18:55,R_d4mnmLwgRD0wpb3,,,,,34.91900635,-92.14189911,anonymous,EN,,,,,James,1,2,1,1,5,"Too little potassium, calcium or magnesium in your diet can contribute to leg cramps. Diuretics ",6,4,2,1,1,1,5,"Apply heat or cold. Use a warm towel or heating pad on tense or tight muscles. Taking a warm bath or directing the stream of a hot shower onto the cramped muscle also can help. Alternatively, massaging the cramped muscle with ice may relieve pain.",4,5,61,40,67,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,NO,0,1,1
25/01/2021 19:19,25/01/2021 19:25,0,75.164.103.179,100,350,1,25/01/2021 19:25,R_3UG66jFCJfnR5xT,,,,,45.58940125,-122.740097,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,"the garden manager had sent the necessary information,",2,1,1,1,2,2,2,"the garden manager had sent the information and bob had read his email,",2,1,100,52,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,2,,0,2,1
25/01/2021 19:30,25/01/2021 19:36,0,74.98.226.249,100,328,1,25/01/2021 19:36,R_XZoxHkR0mQDiBNv,,,,,40.47250366,-79.9108963,anonymous,EN,,,,,James,1,1,1,2,1,"If the email had the information about side effects, the patient would not have suffered leg cramps.",1,1,1,1,2,2,2,"If Dr.Smith knew about the drugs side effects, he would not have given the drug and the patient would not have suffered leg cramps.",1,2,,,,,50,84,71,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,,0,1,2
25/01/2021 19:39,25/01/2021 19:47,0,72.195.208.38,100,442,1,25/01/2021 19:47,R_3qJuonOygIKXkVC,,,,,32.2460022,-110.9177017,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,6,If he could give more thought and question the new fertilizer the roses would not die.,6,7,1,1,1,2,2,If Bob would have checked the ingredients on the new fertilizer and did research on it then he would not have used it.,5,6,,,,,92,100,51,2,,,,,,,,,,,,,,,,,,,,,,,,,70,2,,0,2,2
25/01/2021 20:19,25/01/2021 20:28,0,40.142.154.33,100,537,1,25/01/2021 20:28,R_1kYOvIpTgseESjk,,,,,35.11500549,-80.70610046,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,in the email it had been mentioned that Harvest flour contained traces of walnuts,1,1,1,1,2,2,5,the alegery notice had been included in the email and Annie had read the email,1,3,89,21,98,10,,,,,74,1,,108,3,1
25/01/2021 21:15,25/01/2021 21:19,0,173.47.178.202,100,247,1,25/01/2021 21:19,R_3rYv17UM9tVxD7R,,,,,43.55529785,-111.8921967,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,"the bakery manager had included the paragraph with the ingredients, ",1,1,1,1,2,2,2,"the bakery manager had included the ingredients and Anne had read the email, ",1,2,100,11,0,91,,,,,32,2,,91,3,1
25/01/2021 22:14,25/01/2021 22:24,0,76.107.51.235,100,577,1,25/01/2021 22:24,R_sF2e0mQXmJhdusF,,,,,32.55299377,-92.04219818,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,if alex was not worried about the flowers the bourbon roses would not have died.,2,2,2,2,1,1,3,If bob would have watched tv for a few hours the china roses would not have died.,1,1,,,,,16,14,15,16,,,,,,,,,,,,,,,,,,,,,,,,,38,1,,0,2,2
25/01/2021 15:46,26/01/2021 14:45,0,134.76.0.125,100,82738,1,26/01/2021 14:45,R_XpSbg4DSRfMmMZX,,,,,51.5440979,9.92539978,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,5,tetsttestttest,4,4,2,1,2,1,5,tetstetsttetst,3,3,,,,,66,50,23,40,,,,,,,,,,,,,,,,,,,,,,,,,31,2,,0,2,2
26/01/2021 14:54,26/01/2021 14:54,0,47.185.85.35,100,12,1,26/01/2021 14:54,R_ZxeCLj1w4oMNUl3,,,,,32.93209839,-97.28340149,anonymous,EN,,,ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
26/01/2021 14:50,26/01/2021 14:55,0,75.4.216.39,100,279,1,26/01/2021 14:55,R_pGesJfQfm23ROdX,,,,,34.00340271,-84.46050262,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,4,Sandra had double checked the ingredients ,4,4,1,1,2,2,1,Anne had double checked on the flour ingredients ,4,4,,,,,51,100,53,54,38,2,,0,3,2
26/01/2021 14:49,26/01/2021 14:55,0,65.60.89.50,100,324,1,26/01/2021 14:55,R_1KfeMVZX4AgoF3l,,,,,33.873703,-118.2360001,anonymous,EN,,,,Noah,,1,1,1,2,5,"The pharmacy manager would have included in the email that the drug causes leg cramps, it would not have been prescribed, and",2,5,1,1,1,2,4,the email would have contained info on the cramps,2,5,69,42,38,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1,,0,1,1
26/01/2021 14:50,26/01/2021 14:56,0,216.10.71.234,100,334,1,26/01/2021 14:56,R_afqwvwgzwtKiR1L,,,,,33.86560059,-84.07250214,anonymous,EN,,,,, Wendy Williams called Evelyn Lozada's son,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,5,Which physical characteristic of Louisiana would make Louisiana enticing to. worried that France could lose Louisiana because France did not have a fort at,6,5,1,1,1,2,5,"you read, take notes on the rhetorical devices that Chavez uses to make his. I'm not very different from anyone else who has ever tried to accomplish",5,6,,,,,89,63,81,91,,,,,,,,,,,,,,,,,,,,,,,,,27,1,thank you,0,2,2
26/01/2021 14:50,26/01/2021 14:56,0,67.0.244.137,100,362,1,26/01/2021 14:56,R_1itbpjthlA4mj6H,,,,,35.24850464,-106.6818008,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,"If management had put the information about ingredients in the new flour in the email, the customer would not have suffered an allergic reaction.",1,1,1,1,2,2,3,"If management had put the information about the new flour's ingredients in the email and it had been read by Anne, the customer would not have suffered an allergic reaction.",2,3,,,,,16,91,85,12,36,1,None.,0,3,2
26/01/2021 14:49,26/01/2021 14:57,0,64.120.2.184,100,445,1,26/01/2021 14:57,R_25LQxTZ8MNo5VsW,,,,,47.60319519,-122.3412018,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,3,Alex not fertilizes the rose,4,4,1,2,1,2,4,Bob fertilizes the China roses,4,3,45,74,41,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2,No,0,2,1
25/01/2021 16:06,26/01/2021 14:57,0,76.86.236.49,100,82298,1,26/01/2021 14:57,R_31vnkaUWJsQti1S,,,,,34.12109375,-117.436203,anonymous,EN,Emma,,,,,1,1,1,2,1,the doctor knew that there were side effects,6,5,1,1,2,2,1,the doctor read the e-mail,4,5,26,28,65,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,,0,1,1
26/01/2021 14:55,26/01/2021 15:00,0,71.225.176.110,100,301,1,26/01/2021 15:00,R_10C1uYL5z64NrnP,,,,,40.38000488,-75.27179718,anonymous,EN,Emma,,,,,1,1,1,2,1,The email listed the side effects,2,1,1,1,2,2,2,The email contained listed side effects and Dr. smith read the email ,3,3,,,,,27,79,68,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,,0,1,2
26/01/2021 14:50,26/01/2021 15:00,0,71.175.44.119,100,622,1,26/01/2021 15:00,R_b26zjP1YUrOUwox,,,,,39.852005,-75.5007019,anonymous,EN,,,Ava,,,1,1,1,2,4,the pharmacy manager sent the right information saying that Afibo had the side effect...the doctor may not have prescribed it and,5,2,1,1,2,2,5,the doctor would have read up on this medicine on her own...she probably would have known about any side effects for this drug.,5,4,67,41,31,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2,N/A,0,1,1
26/01/2021 14:52,26/01/2021 15:00,0,23.132.80.64,100,503,1,26/01/2021 15:00,R_1f7Ww5pyUDDhpNL,,,,,43.95469666,-86.28009796,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,"the manager mentioned that the flour contained walnuts, the customer would not have suffered an allergic reaction.",1,1,1,1,2,2,1,"If the manager said in the email the flour contain hazelnut and if Anne read the email, the customer would not have suffered an allergic reaction.",1,1,,,,,0,100,100,0,54,2,thank you,0,3,2
26/01/2021 14:56,26/01/2021 15:02,0,174.27.1.155,100,395,1,26/01/2021 15:02,R_2EgclrAstMEwFxM,,,,,43.63389587,-116.2942047,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,the e-mail would have warned of damage,1,1,1,1,2,2,7,he would have read the e-mail,7,6,,,,,100,100,99,100,,,,,,,,,,,,,,,,,,,,,,,,,61,1,,0,2,2
26/01/2021 14:59,26/01/2021 15:02,0,73.129.179.51,100,226,1,26/01/2021 15:02,R_1CgbIb07oXHP47I,,,,,39.34080505,-76.40779877,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,the email had contained a warning about the effects of the new fertilizer,1,1,1,1,2,2,1,the email contained a warning about the effects of the new fertilizer AND Bob read the email,1,1,85,23,14,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,1,N/A,0,2,1
26/01/2021 14:57,26/01/2021 15:03,0,107.77.232.42,100,367,1,26/01/2021 15:03,R_vOV2knskCcB0ms1,,,,,33.74850464,-84.38710022,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,The email should of contained that there was traces of walnuts.,1,5,1,1,1,2,5,It could of said in the email that there was traces of hazelnuts. Also Anne could of asked.,1,5,100,100,100,100,,,,,58,2,Thank you,200,3,1
26/01/2021 14:59,26/01/2021 15:03,0,73.147.183.133,100,236,1,26/01/2021 15:03,R_1mXarrcLHS6mDyD,,,,,37.51469421,-77.50340271,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,3,not used Splendor,4,1,1,1,2,2,4,not used the fertilizer on ,1,1,,,,,76,61,53,68,,,,,,,,,,,,,,,,,,,,,,,,,34,1,,0,2,2
26/01/2021 14:58,26/01/2021 15:04,0,174.64.171.54,100,369,1,26/01/2021 15:04,R_1KvZXF6o9EbH3ql,,,,,30.0052948,-91.82260132,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,Sandra would have looked up the ingredients herself she would know there were walnuts in it.,5,5,1,1,2,2,4,If Anne would have read the email and looked up the ingredients since it was missing.,6,6,94,30,62,96,,,,,37,1,,158,3,1
26/01/2021 14:59,26/01/2021 15:04,0,216.106.30.98,100,330,1,26/01/2021 15:04,R_3G2QGoec6BqaXKF,,,,,38.57730103,-92.24430084,anonymous,EN,,,Ava,,,1,1,1,2,5,"If Dr. Jones had done due diligence on the side effects of the drug, the patient would not have suffered leg cramps.",7,6,1,1,2,2,6,"If Dr. Smith had done due diligence on the side effects of the drug, the patient would not have suffered leg cramps.",7,7,,,,,50,51,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,,0,1,2
26/01/2021 14:53,26/01/2021 15:05,0,108.14.73.174,100,706,1,26/01/2021 15:05,R_1AgQCxzzLZKpJsZ,,,,,40.59480286,-73.97149658,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,"If Sarah had checked the ingredient list for Harvest flour or done her own research instead of relying on the information provided by the bakery manager, the customer would not have suffered an allergic reaction.",2,2,1,1,2,2,2,"If Anne had researched the ingredient list for Homestead flour instead of assuming that flour has no traces of nuts, the customer would not have suffered an allergic reaction.",2,2,96,0,4,100,,,,,34,1,"Isn't this one of those situations where even if you're not at fault for causing the problem, you still end up being responsible for the customer's negative experience? Some personal responsibility still comes into play here: both workers would be expected to research the ingredient list themselves prior to baking anything. Sandra could be excused because she followed the rules, but Anne did not. If the customer were to seek legal action, the bakery manager would almost certainly throw Sandra/Anne under the bus to save their own skin and pass off responsibility to someone that's expendable even though the manager didn't provide the necessary information.",104,3,1
26/01/2021 14:52,26/01/2021 15:05,0,100.14.179.147,100,746,1,26/01/2021 15:05,R_pFWt4Ae5p3TaaIx,,,,,40.10299683,-75.34020233,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,"If the garden manager had told Alex that the new fertilizer harms the Bourbon roses, the Bourbon roses would not have died.",1,1,1,1,2,2,5,"If the garden manager had included the necessary information in the email AND if Bob took the time to read his emails, the China roses would not have died.",2,5,95,5,5,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1,,0,2,1
26/01/2021 14:49,26/01/2021 15:05,0,75.130.107.217,100,936,1,26/01/2021 15:05,R_pMjJ2c59g5ngwWl,,,,,42.30909729,-71.80010223,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,"In my opinion, the manager that sent the e-mail is to blame cause he was not specific in the e-mail about the product characteristics.",2,3,1,1,2,2,6,"Anne didn't read the manager's e-mail and didn't ask questions about the product features, she could have to ask questions knowing the customer has allergies.",6,6,77,51,21,51,,,,,32,1,Everything went well!.,72,3,1
26/01/2021 15:06,26/01/2021 15:07,0,73.116.255.203,100,29,1,26/01/2021 15:07,R_2v1yBSwoIqm7lTB,,,,,36.79859924,-119.7617035,anonymous,EN,,benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
26/01/2021 15:04,26/01/2021 15:07,0,45.46.102.68,100,190,1,26/01/2021 15:07,R_3qUblqd0CgzKpMJ,,,,,44.05200195,-70.72409821,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,the email that Sandra had read said the flour contained traces of walnuts,2,2,1,1,2,2,3,the email had contained information about the traces and Anne had read the email with that information,2,3,79,26,29,68,,,,,26,1,,97,3,1
26/01/2021 15:04,26/01/2021 15:08,0,174.126.143.151,100,196,1,26/01/2021 15:08,R_1FxmdvcVCaKtcpM,,,,,33.479599,-88.35279846,anonymous,EN,,,Ava,,,1,1,1,2,7,the doctor would have researched the drug more,7,7,1,1,2,2,7,the doctor had read the email and then looked further into the drug,7,7,,,,,0,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,2,,0,1,2
26/01/2021 15:00,26/01/2021 15:08,0,73.169.119.154,100,504,1,26/01/2021 15:08,R_1ND5t0UfFJ0zZZq,,,,,39.58920288,-105.1359024,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,"the garden manager had included the information about the harmful effects of Splendor, ",2,1,1,1,2,2,1,"If the garden manager had included the harmful effects on the China roses, ",4,2,100,17,81,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2,,0,2,1
26/01/2021 14:59,26/01/2021 15:09,0,99.61.109.6,100,563,1,26/01/2021 15:09,R_BWd4wfctHPJkOaJ,,,,,28.57269287,-80.82060242,anonymous,EN,,Benjamin,,,,1,1,1,2,2,The doctor would have been informed of the side effects then they could have been given the other treatment instead. ,1,1,1,1,2,2,2,This one is tricky because no information was sent to the doctor and the doctor would not have read it anyway. I would say the only way would have been if the doctor took the time to research new treatments before administering them.,3,2,94,51,5,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1,,0,1,1
26/01/2021 15:02,26/01/2021 15:09,0,67.249.177.120,100,452,1,26/01/2021 15:09,R_a5ikkzKiRnuMpGx,,,,,43.03070068,-74.98760223,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,4,"If the manager had informed the employees that the new flour contained nuts, the customer would not have suffered an allergic reaction.",7,1,1,1,2,2,4,"If the manager had communicated the fact that the new flour contained nuts, the customer would not have suffered an allergic reaction.",7,1,100,50,5,52,,,,,37,1,,57,3,1
26/01/2021 14:54,26/01/2021 15:12,0,98.194.245.59,100,1095,1,26/01/2021 15:12,R_1ImEJxknDAaJPUl,,,,,29.45779419,-95.03420258,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,"If Sandra actually to the extra precautions, did further research, specially with the purchase of a new flour, additionally if its cheaper than the one that was being used, she should of questioned herself, should of looked at ingredients personally. Allergies can cause death with that in mind, take the extra precautions does not only warrant the safety of her customers but showcases her work ethic and the ability of going the mile to ensure shes providing quality products. ",7,6,1,1,2,2,7,"Not only did Anne not read the email, but I am assuming that she is unaware shes working with a new flour. Her lack to attention and care to the ingredients shes using is appalling. She's dealing with individuals lives, allergic reactions are tough and serious, she should put more effort in caring. ",7,7,100,0,52,100,,,,,32,2,everything was easy to understand and apply ,152,3,1
26/01/2021 15:12,26/01/2021 15:13,0,8.44.142.219,100,38,1,26/01/2021 15:13,R_3hcKW2hcGLruDSm,,,,,37.75100708,-97.8219986,anonymous,EN,,benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
26/01/2021 15:08,26/01/2021 15:14,0,142.129.18.134,100,357,1,26/01/2021 15:14,R_vTxLBApjUh2Z7nH,,,,,34.09640503,-117.9682007,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,"If the bakery manager included the nut ingredients in the email, the customer would not have suffered an allergic reaction",1,1,1,1,2,2,6,anne read the email about homestead containing tracres of hazelnut,4,6,,,,,20,100,87,0,34,2,,0,3,2
26/01/2021 15:10,26/01/2021 15:14,0,75.177.104.109,100,205,1,26/01/2021 15:14,R_8HzFcdNpOjc08ox,,,,,36.50019836,-80.61630249,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,Alex had looked into the fertilizer himself rather than relying on the information in the email,7,6,1,1,2,2,7,Bob had looked into the new fertilizer himself to find out the dangers,6,6,71,23,23,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2,,0,2,1
26/01/2021 15:07,26/01/2021 15:14,0,68.189.212.243,100,450,1,26/01/2021 15:14,R_3fT9WqocgDLgMWl,,,,,32.75660706,-97.79060364,anonymous,EN,Emma,,,,,1,1,1,2,1,"If the pharmacy would have mentioned there was a possible reaction, the doctor would not prescribe this medication. Therefore, the patient would not have gotten leg camps.",1,1,1,1,2,2,1,"the pharmacy included the relevant information and the doctor also read the email, the patient would not have suffered leg cramps. ",1,1,100,0,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2,,0,1,1
26/01/2021 15:10,26/01/2021 15:14,0,205.178.67.43,100,270,1,26/01/2021 15:14,R_31n34hIlG2et2nL,,,,,41.90319824,-87.63829803,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,the email contained the information,2,1,1,1,2,2,4,the email contained the information and Bob read it,2,2,,,,,29,81,70,23,,,,,,,,,,,,,,,,,,,,,,,,,27,2,,0,2,2
26/01/2021 15:10,26/01/2021 15:18,0,174.104.16.14,100,518,1,26/01/2021 15:18,R_2BqUyIBnKH8fah7,,,,,40.84710693,-81.38770294,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,6,If Sandra knew about the walnuts she wouldn't have made the cake ,2,2,1,1,2,2,6,She had known ,2,3,49,52,53,54,,,,,70,1,none,107,3,1
26/01/2021 15:08,26/01/2021 15:18,0,198.134.109.139,100,629,1,26/01/2021 15:19,R_2ygzR3WyvZiplmU,,,,,39.7684021,-86.15799713,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,The manager should have included it in his mail,5,2,1,1,2,2,2,Email included the harmful side of the fertilizer,1,1,38,25,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2,,0,2,1
26/01/2021 15:12,26/01/2021 15:19,0,72.196.234.56,100,390,1,26/01/2021 15:19,R_1OPuWV6ECDDGqXf,,,,,38.75909424,-77.0923996,anonymous,EN,,,,Noah,,1,1,1,2,6,Dr. Jones had independently researched the side effects of Afibo before administering it to a patient,7,5,1,1,2,2,6,Dr. Smith had independently researched the side effects of Corus before administering it to a patient,7,5,83,61,16,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,,0,1,1
26/01/2021 15:14,26/01/2021 15:19,0,24.61.246.85,100,264,1,26/01/2021 15:19,R_1IsjGtGFXquSno4,,,,,42.373703,-71.12840271,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,4,"the boss had sent her info that the product contained nuts, ",6,1,1,1,2,2,4,"the email had contained information about ingredients,",6,1,92,18,17,77,,,,,49,1,,94,3,1
